Wall time,Step,Value
1558312271.6910105,19301,0.04329323023557663
1558312314.1111338,19401,0.04122187942266464
1558312356.5062602,19501,4.6566125955216364e-10
1558312399.0123527,19601,0.01991819217801094
1558312455.8547554,19701,0.09857071191072464
1558312498.2548826,19801,0.00932963564991951
1558312541.2298226,19901,0.0062445346266031265
1558312587.0768213,20001,0.012531463988125324
1558312632.3610053,20101,0.03752901405096054
1558312674.73814,20201,0.013197848573327065
1558312716.985318,20301,0.013098465278744698
1558312759.4684181,20401,0.009841402992606163
1558312801.7885714,20501,0.0
1558312844.5605798,20601,0.0
1558312886.933714,20701,0.012468880042433739
1558312929.2168794,20801,1.3969837509009153e-09
1558312971.912911,20901,0.04060446098446846
1558313014.3870132,21001,0.013541746884584427
1558313147.512457,21101,0.0
1558313189.9815624,21201,0.0
1558313232.1127772,21301,0.011416402645409107
1558313277.8718057,21401,0.02602933533489704
1558313320.1089864,21501,0.010125329717993736
1558313362.6270757,21601,4.6566125955216364e-10
1558313408.3071296,21701,0.0
1558313450.6982598,21801,0.007015885319560766
1558313493.0913897,21901,0.0
1558313537.7597754,22001,0.004842818249017
1558313580.2298794,22101,0.005031220614910126
1558313622.633006,22201,0.005545167252421379
1558313680.2801476,22301,0.045167677104473114
1558313722.9161952,22401,0.056352399289608
1558313765.256342,22501,0.0
1558313808.4002304,22601,0.08018617331981659
1558313851.2981906,22701,0.0
1558313893.7373054,22801,0.0
1558313937.7589023,22901,0.00485630938783288
1558313980.110046,23001,0.0
1558314022.9730217,23101,0.0391712412238121
1558314067.8843281,23201,0.026590047404170036
1558314110.4454036,23301,0.04694240540266037
1558314156.4533489,23401,0.014664865098893642
1558314199.3473165,23501,0.0
1558314323.7596097,23601,0.011695437133312225
1558314366.0857618,23701,0.0
1558314408.4219096,23801,0.1253470480442047
1558314454.4038658,23901,0.02983482927083969
1558314496.851977,24001,0.03816157951951027
1558314539.4390433,24101,0.0
1558314584.240385,24201,0.0
1558314626.8824341,24301,0.0
1558314669.7724004,24401,0.0037293671630322933
1558314712.2734952,24501,0.0274819303303957
1558314754.7925832,24601,0.0
1558314797.1537242,24701,0.0027077794075012207
1558314852.6685603,24801,0.021008756011724472
1558314896.6481726,24901,0.0
1558314940.8866968,25001,0.012214774265885353
1558314983.3588006,25101,0.0
1558315025.5699904,25201,0.03118646703660488
1558315067.8421588,25301,0.0
1558315110.4302275,25401,0.002123032696545124
1558315152.7723713,25501,0.007746369112282991
1558315195.191492,25601,0.007695009931921959
1558315240.3777094,25701,0.0
1558315282.8278189,25801,0.0
1558315325.4858627,25901,0.020034413784742355
1558315369.01063,26001,0.02124127373099327
1558315413.0901997,26101,0.0
1558315534.9453318,26201,0.0
1558315578.1621914,26301,2.7939672797572257e-09
1558315620.4883428,26401,0.007219976745545864
1558315663.1553836,26501,0.002113731112331152
1558315705.9173915,26601,0.014130491763353348
1558315748.3914952,26701,0.0019973060116171837
1558315797.0325806,26801,0.030243994668126106
1558315839.502685,26901,0.00998048298060894
1558315881.8868177,27001,0.0020565991289913654
1558315924.4149044,27101,0.020626215264201164
1558315966.8750117,27201,0.0
1558316009.5130608,27301,0.003904712153598666
1558316151.9714508,27401,0.06420181691646576
1558316194.4005713,27501,0.0
1558316236.8116927,27601,0.0
1558316279.206822,27701,0.035167187452316284
1558316321.6249437,27801,0.0063133989460766315
1558316365.0047503,27901,0.0
1558316407.4408658,28001,0.0
1558316450.361825,28101,0.0348852165043354
1558316492.6929731,28201,0.0
1558316535.3950016,28301,0.05183228477835655
1558316578.9867394,28401,0.0
1558316624.6398025,28501,0.0
1558316681.8510835,28601,0.02729889005422592
1558316725.3158655,28701,0.00920015573501587
1558316767.8119583,28801,3.7252898543727042e-09
1558316813.5010107,28901,0.06462758779525757
1558316855.963118,29001,9.313224635931761e-10
1558316898.4932036,29101,0.032432921230793
1558316941.0632741,29201,0.018831446766853333
1558316984.7339854,29301,0.012131284922361374
1558317027.1521072,29401,0.02197912707924843
1558317071.216691,29501,0.005689557641744614
1558317114.0286827,29601,0.025504186749458313
1558317156.5257783,29701,0.025433607399463654
1558317199.0658598,29801,0.02123921364545822
1558317330.3659008,29901,0.028185606002807617
1558317373.480796,30001,0.0
1558317417.2104871,30101,0.0
1558317459.4996507,30201,0.02083713375031948
1558317503.9531229,30301,0.014879118651151657
1558317548.1936314,30401,0.03178633749485016
1558317592.0632796,30501,0.020443033427000046
1558317634.6203544,30601,0.0
1558317678.5079951,30701,0.023703323677182198
1558317721.438949,30801,0.0
1558317766.4012716,30901,0.0633034035563469
1558317808.9403195,31001,0.0
1558317866.8093865,31101,0.020720751956105232
1558317909.7473404,31201,0.02642877586185932
1558317952.4043813,31301,0.011439925990998745
1558317995.0304348,31401,0.010317360050976276
1558318041.5352192,31501,0.003943188115954399
1558318084.078299,31601,0.04114292562007904
1558318126.4424384,31701,4.6566125955216364e-10
1558318168.8785543,31801,0.008255978114902973
1558318211.3306649,31901,0.0
1558318253.9467218,32001,0.004894258454442024
1558318296.4788253,32101,0.017636556178331375
1558318338.8859315,32201,0.0053726076148450375
1558318381.4560032,32301,0.04424656927585602
1558318426.3953018,32401,0.0
1558318562.7916758,32501,0.0
1558318605.6036658,32601,0.0
1558318648.0007944,32701,0.025865623727440834
1558318690.8787653,32801,0.032098688185214996
1558318734.4055243,32901,0.001943978713825345
1558318780.8513277,33001,0.0
1558318823.6373322,33101,0.0175399761646986
1558318866.0794444,33201,0.010526468977332115
1558318909.2423203,33301,0.0
1558318952.5271585,33401,0.0
1558318996.9906104,33501,0.0
1558319058.217578,33601,0.0857769101858139
1558319100.9476004,33701,0.030039895325899124
1558319143.88255,33801,0.008377568796277046
1558319187.8521647,33901,0.005017129238694906
1558319233.1373494,34001,0.0
1558319275.4505038,34101,0.011255014687776566
1558319318.0115786,34201,0.008513030596077442
1558319364.6083398,34301,0.006068750750273466
1558319406.9894664,34401,0.004282913636416197
1558319449.480565,34501,0.09604120254516602
1558319492.9333518,34601,0.0393342450261116
1558319535.3874571,34701,0.007900062948465347
1558319578.969199,34801,0.013466651551425457
1558319621.397317,34901,0.003762252628803253
1558319766.5228362,35001,0.02217017486691475
1558319809.0199306,35101,0.007884042337536812
1558319852.7796123,35201,0.010280214250087738
1558319896.5702844,35301,3.9579319377480715e-07
1558319939.1863408,35401,0.0031489720568060875
1558319986.8467476,35501,0.0314854271709919
1558320031.6081028,35601,0.04248015582561493
1558320074.206165,35701,0.03300105407834053
1558320116.67527,35801,0.0
1558320159.0973904,35901,0.00899287685751915
1558320201.9333746,36001,0.008375456556677818
1558320257.3612406,36101,0.011713415384292603
1558320302.6764133,36201,0.03286990895867348
1558320345.1865053,36301,0.0
1558320387.5786352,36401,0.014520891942083836
1558320430.1776974,36501,0.01665402576327324
1558320472.5708275,36601,0.005170239135622978
1558320514.9089751,36701,0.004911981523036957
1558320557.3800817,36801,0.0034611690789461136
1558320599.8961687,36901,0.010533573105931282
1558320642.3912647,37001,0.005513683892786503
1558320687.259584,37101,0.016220683231949806
1558320729.7526817,37201,0.03452238067984581
1558320772.4147232,37301,0.055800821632146835
1558320830.3017852,37401,0.027550648897886276
1558320955.5787961,37501,0.0
1558320997.7140095,37601,0.0
1558321040.0991416,37701,0.0037837079726159573
1558321085.7422085,37801,0.007892458699643612
1558321128.2013166,37901,0.015835797414183617
1558321170.4344985,38001,0.005320264492183924
1558321216.0525756,38101,0.006681323982775211
1558321258.4566991,38201,0.0032688300125300884
1558321301.0807533,38301,0.0050926366820931435
1558321343.753794,38401,0.009169084951281548
1558321386.3698483,38501,0.03003816306591034
1558321428.948917,38601,0.01711244508624077
1558321562.3782623,38701,0.006125514395534992
1558321604.5914495,38801,0.010988668538630009
1558321646.903606,38901,0.020837973803281784
1558321689.3817077,39001,0.04302731901407242
1558321731.746847,39101,0.0
1558321774.4268825,39201,0.0
1558321817.7926939,39301,0.005678154062479734
1558321860.3777611,39401,0.0
1558321902.9668267,39501,0.037862081080675125
1558321948.8098283,39601,0.017949094995856285
1558321991.365904,39701,0.0
1558322034.3928266,39801,0.0
1558322089.678738,39901,0.0
1558322137.5760667,40001,0.042710546404123306
1558322179.8612313,40101,0.016416534781455994
1558322222.3523297,40201,0.014192481525242329
1558322265.0753512,40301,0.007116803899407387
1558322307.6314275,40401,0.021454565227031708
1558322350.2414865,40501,0.0
1558322392.5436459,40601,0.008117585442960262
1558322435.4606042,40701,0.0771629586815834
1558322480.0870035,40801,0.018400758504867554
1558322522.700061,40901,0.0
1558322566.4257545,41001,0.006900481414049864
1558322612.7466002,41101,0.007133870385587215
1558322745.4231954,41201,0.01020023413002491
1558322788.9559467,41301,0.0
1558322834.644999,41401,0.04529944807291031
1558322877.4110065,41501,0.0
1558322919.722162,41601,0.0
1558322961.9303524,41701,0.023181883618235588
1558323006.758688,41801,0.022847717627882957
1558323049.1768074,41901,0.0
1558323091.74388,42001,0.0
1558323134.3289464,42101,0.0
1558323176.9220111,42201,0.01281789317727089
1558323219.3761206,42301,0.054875049740076065
1558323351.7878006,42401,0.0
1558323394.2858934,42501,0.021892134100198746
1558323436.7190099,42601,4.6566125955216364e-10
1558323482.6459835,42701,0.016835154965519905
1558323525.0571072,42801,0.004565933719277382
1558323567.3822594,42901,0.0
1558323612.3595464,43001,0.07068409025669098
1558323654.76367,43101,0.03491435945034027
1558323697.1577992,43201,0.0
1558323742.5379636,43301,0.002230144804343581
1558323794.5699444,43401,0.008919140323996544
1558323929.8210166,43501,0.0
1558323972.601122,43601,0.0
1558324015.763317,43701,0.0
1558324063.5174644,43801,0.00857482198625803
